time,fps,avg_fps
572.982756,0.557870,0.905343
574.914286,0.569381,0.867655
577.102655,0.515750,0.825950
579.417314,0.456180,0.787707
582.15369,0.429108,0.761384
585.054246,0.369131,0.731034
588.073913,0.342459,0.695814
591.427381,0.332014,0.662663
595.23399,0.294873,0.626978
599.093501,0.263585,0.591421
602.464263,0.260297,0.556698
605.589645,0.295283,0.526396
